grund,tvätt
strövelstorp,strövelstorp
styrelseordförande,styrelseordförande
lndustriarbetare,lndustriarbetare
västra hamnen,västra hamnen
adm.assistent,adm.assistent
instrumenttekniker,instrumenttekniker
driftavdelningschef,driftavdelningschef
öregrund,öregrund
www.hilmansson.blogspot.se,www.hilmansson.blogspot.se
skogsmästare,skogsbrukare
skolbibliotikarie,skolbibliotikarie
speditör,speditör
kolbäck,kolbäck
servicerådgivare,servicepersonal
plåtslagare,plåtslagare
fränsta,fränsta
kanslist på liberalerna,kanslist på liberalerna
ingenjör i kemiteknik,ingenjör i kemiteknik
nårunga,nårunga
f.d. kammaråklagare,f.d. kammaråklagare
god man,god man
vallåkra,vallåkra
sibbhult,sibbhult
oxie,oxie
teckomatorp,teckomatorp
kulladal,kulladal
fru,fru
etableringsanalytiker,etableringsanalytiker
ikt-pedagog,ikt-pedagog
fil. dr geologi,fil. dr geologi
östra sorgenfri,östra sorgenfri
rosengård,rosengård
barnarp,barnarp
leg barnmorska,barnmorska
håknäs,håknäs
vd välfärdsföretag,vd välfärdsföretag
stockaryd,stockaryd
pensionerad präst,pensionerad präst
andrarum,andrarum
ekonomie magister,fil. mag.
fil. mag. informationslogistik,fil. mag. informationslogistik
föreståndare lss,föreståndare lss
rydebäck,rydebäck
förvaltare,förvaltare
skogskonsult,skogskonsult
visseltofta,visseltofta
åkerby,åkerby
sjuksköterska/pedagog,sjuksköterska/pedagog
strömsnäsbruk,strömsnäsbruk
billinge,billinge
chip programmerare,chip programmerare
organisatör,organisatör
coach,tränare
nyhamnsläge,nyhamnsläge
sius-konsulent,sius-konsulent
humanist,humanist
ekonom/controller,ekonom/controller
socionomkonsult,socionomkonsult
affärsbiträde,affärsbiträde
fritidsgårdsföreståndare,fritidsledare
specialidrottstränare,specialidrottstränare
tågarp,tågarp
hästföretagare,hästföretagare
avdelningsledare,avdelningsledare
församlingsvärdinna,församlingsvärdinna
administrativ assistent,administratör
statsanställd,statstjänsteman
anläggare,anläggare
barnsköterska,barnsköterska
valbo,valbo
miljöforskare,miljöforskare
energi- och miljöingenjör,energi- och miljöingenjör
marieholm,marieholm
provningsingenjör,provningsingenjör
sjukvårdsbiträde,sjukvårdsbiträde
orrefors,orrefors
ekobonde,bonde
personskadereglerare,personskadereglerare
ekoodlare,ekoodlare
saxtorp,saxtorp
fd officer,militär
socialentreprenör,socialentreprenör
fd poliskommissarie,fd poliskommissarie
hållbarhetssamordnare,hållbarhetsstrateg
jurist och miljövetare,jurist och miljövetare
nyrbo,nyrbo
fosie,fosie
planarkitekt,planarkitekt
logistikchef,chef
it-samordnare,it-specialist
personlig assistent/butikssäljare,personlig assistent/butikssäljare
ljunghusen,ljunghusen
skabersjö,skabersjö
teletekniker,teletekniker
bankchef,bankir
färila,färila
kommunfullmäktigeordförande,kommunfullmäktigeordförande
kinna,kinna
munkfors,munkfors
socialpsykolog,socialpsykolog
föreningsarbetare,föreningsarbetare
töcksfors,töcksfors
ballingslöv,ballingslöv
social.ped./diakon,social.ped./diakon
kivik,kivik
beräkningsingenjör,beräkningsingenjör
grängesberg,grängesberg
leg. receptarie,receptarie
södra sandby,södra sandby
asmundtorp,asmundtorp
hammenhög,hammenhög
nybrostrand,nybrostrand
underhållstekniker,underhållstekniker
rundvik,rundvik
brantevik,brantevik
fd gymnasielärare,lärare
stensjön,stensjön
södra biskopsgården,södra biskopsgården
trafikingenjör,ingenjör
flygvapenofficer,flygvapenofficer
beddingestrand,beddingestrand
småbrukare/rådgivare,småbrukare/rådgivare
pensionerad undersköterska,pensionär
fil.kand psykologi,fil.kand psykologi
järbo,järbo
måltidspedagog,måltidspedagog
läkarstuderande,studerande
webbutvecklare,webbutvecklare
fd polisintendent,fd polisintendent
gantofta,gantofta
unnaryd,unnaryd
skötare/behandlare,skötare/behandlare
fil. mag. i mänskliga rättigheter,fil. mag. i mänskliga rättigheter
beredare,beredare
trätekniker,trätekniker
hovmästare,hovmästare
trafiklärare,trafiklärare
orderadministratör,orderadministratör
planeringschef,planeringschef
kontrollrumsingenjör,kontrollrumsingenjör
ordningsvakt,ordningsvakt
mörtfors,mörtfors
senior advisor,rådgivare
agronom/egen företagare,agronom/egen företagare
tågvärdinna,tågvärdinna
solcellsentreprenör,solcellsentreprenör
mekatronikingenjör,mekatronikingenjör
tvättbiträde,tvättbiträde
teologistuderande,teologistuderande
fd handläggare,handläggare
f.d väg-& anläggningsarbetare,f.d väg-& anläggningsarbetare
varvsholmen,varvsholmen
f d utredningsingenjör,f d utredningsingenjör
träningskoordinator,träningskoordinator
lokalsamordnare,lokalsamordnare
f.d. personaldirektör,f.d. personaldirektör
prof/phd/vd,prof/phd/vd
bergeforsen,bergeforsen
project controller,project controller
organisationschef,chef
gunnarn,gunnarn
killeberg,killeberg
stödassistent lss,stödassistent
svinhusförman,svinhusförman
äspö,äspö
fd.biblotikarie,fd.biblotikarie
förvaltningschef,förvaltningschef
miljövärd,miljövärd
gräsgård,gräsgård
ekenässjön,ekenässjön
f d fabriksarbetare,f d fabriksarbetare
holmeja,holmeja
konstruktör,konstruktör
långaström,långaström
vårdlärare/gymnasielärare,vårdlärare/gymnasielärare
skolsköterska,skolsköterska
baskemölla,baskemölla
underhållschef,underhållschef
cateringföretagare,cateringföretagare
leg. röntgensjuksköterska,leg. röntgensjuksköterska
fakultetshandläggare,fakultetshandläggare
varnhem,varnhem
glömminge,glömminge
företagsrådgivare,företagsrådgivare
södra näsby,södra näsby
ljusfallshammar,ljusfallshammar
konsthistoriker,konsthistoriker
f.d anläggningsarbetare,f.d anläggningsarbetare
f.d ombudsman,f.d ombudsman
pc-tekniker,pc-tekniker
enhetsansvarig,enhetsansvarig
ekoturismresearrangör,ekoturismresearrangör
östervärn,östervärn
e-handelsutvecklare,e-handelsutvecklare
hemservice,hemservice
civilekonom och egenföretagare,civilekonom och egenföretagare
månstad,månstad
glemmingebro,glemmingebro
flyinge,flyinge
fågelbacken,fågelbacken
publisher,publisher
med. dr,läkare
f.d. sjöbefäl,f.d. sjöbefäl
föreningskonsulent,föreningskonsulent
fil.kand demens-geriatrik,fil.kand demens-geriatrik
skånesfagerhult,skånesfagerhult
f.d. officer,militär
knx-tekniker,knx-tekniker
företagskonsult,företagsrådgivare
henån,henån
hannas,hannas
oppositionsråd/affärsrådgivare,oppositionsråd/affärsrådgivare
hushållslärare,lärare
ekonimichef,ekonimichef
kommun- och landstingstingspolitiker,kommun- och landstingstingspolitiker
nol,nol
immeln,immeln
brämhult,brämhult
skeppshult,skeppshult
distanslärare,distanslärare
näsåker,näsåker
lantmästare/forskare,lantmästare/forskare
pensionerad socialchef,pensionerad socialchef
handelsutvecklare,handelsutvecklare
beteendevetarstuderande,beteendevetarstuderande
västra resebo,västra resebo
folkhälsopedagog,folkhälsopedagog
regionstyrelsens ordförande,regionstyrelsens ordförande
pkc-operatör,pkc-operatör
reklamkonsult,reklamkonsult
medicinsk sekr.,medicinsk sekr.
fd lantbrukare,fd lantbrukare
vårdarbetare,vårdarbetare
målaremästare,målare
teamchef bank,teamchef bank
civilekonom/gymnasielärare,civilekonom/gymnasielärare
lantbruksrådgivare,lantbruksrådgivare
organisationsutv.,organisationsutv.
mättekniker,mättekniker
säljare/sjukgymnast,säljare/sjukgymnast
optiker,optiker
drängsmark,drängsmark
kyrkokamrer,kamrer
projektledare energiprojekt,projektledare energiprojekt
f.d teknisk direktör,direktör
skogstjänsteman,skogstjänsteman
admin. konsult,admin. konsult
leg. sjuksköt.,leg. sjuksköt.
svenstavik,svenstavik
trafikledare,trafikledare
specialisttandläkare,specialisttandläkare
västra torup,västra torup
boendestödjare/musiker,boendestödjare/musiker
kredithandläggare,kredithandläggare
finansiell analytiker,finansiell analytiker
handläggare-internationellt bistånd,handläggare-internationellt bistånd
leg tandläkare,tandläkare
elektrikter,elektrikter
johanneberg,johanneberg
planerare,planerare
fritidsresurs,fritidsresurs
påskallavik,påskallavik
läkare-psykiater,läkare-psykiater
tryckare,tryckare
avfallstekniker,avfallstekniker
reparatör,reparatör
integrationsutvecklare,integrationsassistent
speciailärare,speciailärare
skolvaktmästare,skolvaktmästare
föräldrahandledare,föräldrahandledare
väckelsång,väckelsång
gullringen,gullringen
arbetsterapeut/familjehem,arbetsterapeut/familjehem
fibertekniker,fibertekniker
operationssjuksköterska,sjuksköterska
tygelsjö,tygelsjö
senior analytiker/nationalekonom,senior analytiker/nationalekonom
alnö,alnö
systemvetare/projektledare,systemvetare/projektledare
kommunantikvarie,kommunantikvarie
fårbo,fårbo
kartingenjör,kartingenjör
forskare agr.dr.,forskare agr.dr.
hygientekniker,hygientekniker
vollsjö,vollsjö
undersköterska/administratör,undersköterska/administratör
hammarstrand,hammarstrand
horred,horred
smidesarbetare,smidesarbetare
administrationsassistent,administrationsassistent
gladsax,gladsax
teamleader,teamledare
kvalitets/miljösamordnare,kvalitets/miljösamordnare
linné,linné
kyrkofullmäktig,kyrkofullmäktig
webdesigner,webdesigner
styrsö,styrsö
lärarassistent,lärarassistent
högskoleexamen it,högskoleexamen it
politisk kommunikatör,politisk kommunikatör
naturguide,naturguide
integrationsarbetare,integrationsarbetare
sjökapten/egenföretagare,sjökapten/egenföretagare
gärsnäs,gärsnäs
norra kvinneby,norra kvinneby
kurator i region skåne,kurator i region skåne
fengersfors,fengersfors
kronokommissarie,kronokommissarie
gyllebo,gyllebo
sjuksköterska i psykiatrin,sjuksköterska i psykiatrin
sjölunden,sjölunden
f.d. upphandlingschef,f.d. upphandlingschef
leg sjuksköterska kalmar,leg sjuksköterska kalmar
snogeröd,snogeröd
f.d museiarbetare,f.d museiarbetare
pataholm,pataholm
ekonomibiträde/samordnare,ekonomibiträde/samordnare
fordonsmekaniker,bilmekaniker
krögare,krögare
f d facklig företrädare,f d facklig företrädare
energi- och klimatstrateg,energi- och klimatstrateg
skadedjurstekniker,skadedjurstekniker
holsbybrunn,holsbybrunn
bergsjö,bergsjö
skogsförvaltare,skogsförvaltare
oppositionsråd/lantbrukare,oppositionsråd/lantbrukare
smedstorp,smedstorp
bilarbetare,bilarbetare
reseproducent,reseproducent
patient,patient
regionråd/kursadministratör,regionråd/kursadministratör
hälsokonsult,hälsokonsult
skärgårdskapten,skärgårdskapten
besiktningsingenjör,besiktningsingenjör
örkelljunga.,örkelljunga.
gladhammar,gladhammar
förrådsarbetare,förrådsarbetare
politisk sekreterare/lärare,politisk sekreterare/lärare
utvecklingschef,chef
pers. ass,pers. ass
skomakarlärling,skomakarlärling
skogsby,skogsby
vislanda,vislanda
tuna,tuna
ängelholm.,ängelholm.
kanslist/ekonomi,kanslist/ekonomi
flädie,flädie
torna hällestad,torna hällestad
enhetschef funktionshind.,enhetschef funktionshind.
planeringssekreterare,planeringssekreterare
trycktekniker,trycktekniker
kristen ms-sjuk miljöaktivist,kristen ms-sjuk miljöaktivist
kontrolltekniker,kontrolltekniker
anläggningsarbetare,anläggningsarbetare
nittorp,nittorp
hillared,hillared
leg arbetsterapeut,arbetsterapeut
själevad,själevad
alböke,alböke
lab undersköterska,lab undersköterska
gruppledare (v) region skåne,gruppledare (v) region skåne
gettlinge,gettlinge
loddekopinge,loddekopinge
arild,arild
rederitjänsteman,rederitjänsteman
tullinspektör,tullinspektör
samordnare missbruksvård,samordnare missbruksvård
samtalsterapeut,samtalsterapeut
vejbystrand,vejbystrand
undersköterska/arbetsledare,undersköterska/arbetsledare
vice ordf kalmar läns museum,vice ordf kalmar läns museum
annelund,annelund
kuturarbetare,kuturarbetare
fil.mag.,fil. mag.
f.d. egen företagare,egenföretagare
ersboda,ersboda
trafiksäkerhetschef,trafiksäkerhetschef
örsjö,örsjö
gimo,gimo
fredrika,fredrika
driftsledare/fd kommunalråd,driftsledare/fd kommunalråd
fd regionråd,fd regionråd
vassunda,vassunda
målartorp,målartorp
svarvare,svarvare
fd. lantbrukare,fd. lantbrukare
sjuksköterskestuderande,studerande
hemvårdare,hemvårdare
fd. kyrkokamrer,fd. kyrkokamrer
pensionerad tågklarerare,pensionerad tågklarerare
dalum,dalum
fd verksamhetschef,fd verksamhetschef
egenföretagare/konsult,egenföretagare/konsult
f d byggnadsingenjör,f d byggnadsingenjör
hagby,hagby
österfärnebo,österfärnebo
f.d. riksdagsmanmörbylånga,f.d. riksdagsmanmörbylånga
entreprenadingenjör,ingenjör
datatekniker,datatekniker
södra kortedala,södra kortedala
teamchef,chef
serviceentreprenör,serviceentreprenör
grönby,grönby
skepparslöv,skepparslöv
ingenjörstuderande,ingenjörstuderande
andre vice talman,andre vice talman
hästveda,hästveda
fil. mag.,fil. mag.
f.d. kv insp.,f.d. kv insp.
entreprenör/företagare,entreprenör/företagare
hallingeberg,hallingeberg
hultafors,hultafors
säijare,säijare
ramdala,ramdala
sundsbruk,sundsbruk
religionsvetare,religionsvetare
f.d. postiljon,f.d. postiljon
kyrkbyn,kyrkbyn
förlösa,förlösa
socionom/behandlingssekreterare,socionom/behandlingssekreterare
diö,diö
brastad,brastad
skogsbruksplanläggare,skogsbruksplanläggare
inventerare,inventerare
ukna,ukna
civ ing/statsvetare,civ ing/statsvetare
tånnö,tånnö
fritidsintendent,fritidsintendent
teologistudent,teologistudent
förvaltningsassistent,förvaltningsadministratör
kontrollant,kontrollant
informatiker,informatiker
affärsanalytiker,affärsanalytiker
lnformationsassistent,lnformationsassistent
persnäs,persnäs
glumslöv,glumslöv
krokshult,krokshult
utvecklare/sjuksköterska,utvecklare/sjuksköterska
löberöd,löberöd
matfors,matfors
mortorp,mortorp
ordf.säs,ordf.säs
sjukhusvaktmästare,sjukhusvaktmästare
f.d. företagare,egenföretagare
f d förskollärare,förskolelärare
fd. byrådirektör,fd. byrådirektör
sunnanå,sunnanå
moheda,moheda
stenberga,stenberga
krisitianstad,krisitianstad
ljungbyhed,ljungbyhed
rymdingenjör,rymdingenjör
sparsör,sparsör
ljungbyholm,ljungbyholm
biskopsgården,biskopsgården
kommunikationsvetare,kommunikationsrådgivare
f.d. kriminalvårdschef,f.d. kriminalvårdschef
slättingebygd,slättingebygd
fleninge,fleninge
f.d. språklärare,f.d. språklärare
lastbilskörande bonde,lastbilskörande bonde
markentreprenör,markentreprenör
blackstad,blackstad
abbekås,abbekås
riksdagsledamot/marinbiolog,riksdagsledamot/marinbiolog
kyrkorådet,kyrkorådet
project manager,project manager
filosofie studerande,filosofie studerande
lönneberga,lönneberga
algutsrum,algutsrum
hanaskog,hanaskog
borgolm,borgolm
vinslöv,vinslöv
bygglovsingenjör,bygglovsingenjör
ek.mag.,ek.mag.
ekomjölkproducent,ekomjölkproducent
museiassistent,museiassistent
f.d. personalsekreterare,f.d. personalsekreterare
hackås,hackås
elkonstruktör,elkonstruktör
förrättningslantmätare,förrättningslantmätare
albrunna,albrunna
äldresamordnare,äldresamordnare
gymnasieekonom,gymnasieekonom
eu-projektledare,eu-projektledare
pensionerad polis,pensionär
västra karup,västra karup
industrimekaniker,arbetare
fagerhult,fagerhult
yrkeslärare gymnasium,yrkeslärare gymnasium
bitr.ombudsman,bitr.ombudsman
exploateringsingenjör,ingenjör
ek. kand.,ek. kand.
timmernabben,timmernabben
artist,artist
historiestudent,historiestudent
bygg- och målerichef,bygg- och målerichef
fd. logistikofficer,fd. logistikofficer
förtroendevald if metall,förtroendevald if metall
teologie magister,teologie magister
nälden,nälden
musiklärare,lärare
låt proffsen vara proffs,låt proffsen vara proffs
freds- och konfliktvetare,freds- och konfliktvetare
fast.mäklare,fast.mäklare
simhallschef,simhallschef
ansvarig transportledare,ansvarig transportledare
tollarp,tollarp
vännäsby,vännäsby
söråker,söråker
logistikhanterare,logistikhanterare
kvinnojurist,kvinnojurist
gårdstånga,gårdstånga
undersköterska/skötare,undersköterska
tekn. dr energi/miljö,tekn. dr energi/miljö
ribersborg,ribersborg
röda korset,röda korset
laborant,laborant
oskarhamn,oskarhamn
romelanda,romelanda
f.d. busschaufför,bussförare
aktiv senior-mot alkohol och drogmissbruk,aktiv senior-mot alkohol och drogmissbruk
administrativ resurs,administrativ resurs
slöinge,slöinge
götåkra,götåkra
långasjö,långasjö
f.d. väktare,f.d. väktare
furulund,furulund
utbildningsråd,utbildningsråd
mölle,mölle
grimsås,grimsås
pensionerad överläkare,pensionerad överläkare
algutsboö,algutsboö
socionomstudent,studerande
teaterkonsulent,teaterkonsulent
lilla köpinge,lilla köpinge
digitaliserings ansvarig,digitaliserings ansvarig
eldriftingenjör,eldriftingenjör
lantmäteri och samhällsbyggnad,lantmäteri och samhällsbyggnad
töllsjö,töllsjö
tandtekniker,tandtekniker
stenninge,stenninge
naprapat,naprapat
fd undersköterska,undersköterska
livsstilscoach,livsstilscoach
produktkommunikatör,produktkommunikatör
eu assistent,eu assistent
hemmansägare,hemmansägare
spakstorp,spakstorp
it-utvecklare o skolpolitiker,it-utvecklare o skolpolitiker
gymansieekonom,gymansieekonom
infrastrukturtjänsteman,infrastrukturtjänsteman
anläggningsprojektledare,anläggningsprojektledare
datortekniker,datatekniker
dannike,dannike
verkebäck,verkebäck
kliniksamordnare,kliniksamordnare
fd. företagare,egenföretagare
tågklarerare,tågklarerare
fd region skåne medarbetare,fd region skåne medarbetare
butiksäljare/konsult,butiksäljare/konsult
utbildningssekreterare,utbildningssekreterare
guldheden,guldheden
bergsjön,bergsjön
student civilingenjör,student civilingenjör
teaterproducent,teaterproducent
pensionerad,pensionerad
transkriberare,transkriberare
f.d kyrkokamrer,f.d kyrkokamrer
fd. systemkonsult,fd. systemkonsult
kontorsbiträde,kontorsbiträde
skäret,skäret
vd/myndighetsutövare,vd/myndighetsutövare
energispecialist,energispecialist
brigadgeneral (ret),brigadgeneral (ret)
service agent,service agent
mekanisk ingenjör,mekanisk ingenjör
allerum,allerum
f.d. flygvapenofficer,f.d. flygvapenofficer
dönaberga,dönaberga
journalist/författare,journalist/författare
fd. personalchef,fd. personalchef
munka-ljungby,munka-ljungby
företagare/politiker,företagare/politiker
norra mörbylånga,norra mörbylånga
lönsboda,lönsboda
starkströmselektriker,starkströmselektriker
chefssekreterare,sekreterare
ingenjör/global manager,ingenjör
avdelningsordförande,avdelningsordförande
storvik,storvik
sociolog/utredare,sociolog/utredare
medlemssekreterare,medlemssekreterare
f.d. universitetsdirektör,f.d. universitetsdirektör
hälsoinspiratör,hälsoinspiratör
fd. lärare vuxenutbildning,lärare
lännäs,lännäs
f.d. speditör,f.d. speditör
utbildningspolitisk sekreterare,utbildningspolitisk sekreterare
personalspecialist,personalspecialist
lövgärdet,lövgärdet
kooperatör,kooperatör
örsås,örsås
brevens bruk,brevens bruk
önnered,önnered
it-bonde,it-bonde
psykiatriker,psykiatriker
tjänsteman/kapten,tjänsteman/kapten
inköpare/upphandlare,inköpare/upphandlare
fd. pers. assistent,fd. pers. assistent
sjukvårdspolitiker,sjukvårdspolitiker
bi-konsult,bi-konsult
försäkringsförmedlare,försäkringsrådgivare
ölsremma,ölsremma
chef äldreomsorgen,chef äldreomsorgen
sexdrega,sexdrega
leg. läk. docent,läkare
fil. magister,fil. magister
skälltorp,skälltorp
museiintendent,museiintendent
idrottsplatsarbetare,idrottsplatsarbetare
marielund,marielund
it-expert,it-expert
f.d. reparatör,f.d. reparatör
planeringscontroller,planeringscontroller
dingle,dingle
installatör,installatör
hasslö,hasslö
klimat- och energisamordnare,klimat- och energisamordnare
säterhyddan,säterhyddan
riggoperatör,riggoperatör
borghamn,borghamn
ettebro,ettebro
hedgärde,hedgärde
gamlestaden,gamlestaden
påarp,påarp
underläkare,underläkare
utvecklingskonsult,utvecklingskonsult
campingföreståndare,campingföreståndare
köpmanholmen,köpmanholmen
f.d överstelöjtnant,f.d överstelöjtnant
f.d. lärare vuxenutbildning,f.d. lärare vuxenutbildning
fd lo-utredare,fd lo-utredare
skeppsklarerare,skeppsklarerare
kneippen,kneippen
malmköping,malmköping
brottsamordnare,brottsamordnare
guldsmed,guldsmed
turismkonsult,turismkonsult
slaka,slaka
lagerlunda,lagerlunda
pålsboda,pålsboda
omvårdnadspersonal,omvårdnadspersonal
lunden,lunden
vård- och stödsamordnare,vård- och stödsamordnare
galtö,galtö
kommunråd/företagare,kommunråd/företagare
dricksvattenforskare,dricksvattenforskare
tekn. dr.,tekn. dr.
lindome,lindome
hejdegården,hejdegården
systemanalytiker,systemanalytiker
kulturgeograf,kulturarbetare
fd sjuksköterska,sjuksköterska
sturefors,sturefors
bastasjö,bastasjö
ssu-ombudsman,ssu-ombudsman
eriksbo,eriksbo
arkeolog/modersmålslärare,arkeolog/modersmålslärare
röfors,röfors
leg.gymnasielärare,leg.gymnasielärare
hållbarhetsstrateg,hållbarhetsstrateg
jurist/kronofogde pensionerad,jurist/kronofogde pensionerad
f.d. journalist,f.d. journalist
sjökapten/lots,sjökapten/lots
f.d behandlingsassist.,f.d behandlingsassist.
färdtjänstchaufför,färdtjänstchaufför
ullstämma,ullstämma
hede,hede
badmästare,badmästare
samhällskommunikatör,samhällskommunikatör
murare,murare
chefredaktör,chefredaktör
samhälls-och kulturanalytiker,samhälls-och kulturanalytiker
ekängen,ekängen
stora mellösa,stora mellösa
beredningsordförande/politisk sekr.,beredningsordförande/politisk sekr.
fd. banktjänsteman,fd. banktjänsteman
företagare/tidigare kommunalråd,företagare/tidigare kommunalråd
ödskölt,ödskölt
axvall,axvall
kulturekonom,kulturekonom
personlig handl fk,personlig handl fk
informationskonsult,informationskonsult
fotvårdsspecialist,fotvårdsspecialist
väderstad,väderstad
f.d officer,f.d officer
åstol,åstol
fd. kronokommissarie,fd. kronokommissarie
harestad,harestad
pensionerad universitetsadjunkt,pensionerad universitetsadjunkt
vilbergen,vilbergen
fd.polis,fd.polis
sjuntorp,sjuntorp
fil.kand. psykologi,fil.kand. psykologi
lärare för yngre åldrar,lärare för yngre åldrar
transmissionsingenjör,transmissionsingenjör
chief project manager,chief project manager
läromedelsförfattare,läromedelsförfattare
integrationsvägledare,integrationsvägledare
caféansvarig,cafébiträde
förbättringsledare,förbättringsledare
krokås,krokås
transportsamordnare,transportplanerare
statligt anställd,statligt anställd
nolered,nolered
systemtekniker,systemtekniker
sollebrunn,sollebrunn
sjukhusdiakon,sjukhusdiakon
ulrika,ulrika
universitetsstuderande,studerande
fil. kand. i vårdpedagogik,fil. kand. i vårdpedagogik
restaurangbiträde,restaurangbiträde
stiftspedagog-sv k:a,stiftspedagog-sv k:a
inköpsanalytiker,inköpsanalytiker
fd. adjunkt,fd. adjunkt
fd. folkhögskolerektor,fd. folkhögskolerektor
hisingen,hisingen
handikapprättsaktivist,handikapprättsaktivist
badvärd,badvärd
leg.arbetsterapeut,leg.arbetsterapeut
sannäs,sannäs
hällestad,hällestad
sjuksköterska/lärare,sjuksköterska/lärare
psykolog/företagare,psykolog/företagare
högsäter,högsäter
eksund,eksund
medierådgivare,medierådgivare
ornunga,ornunga
f.d skolchef,f.d skolchef
grebbestad,grebbestad
malexander,malexander
tekn.dr. hydrogeolog,tekn.dr. hydrogeolog
kostrådgivare,kostrådgivare
uska studerande,uska studerande
enånger,enånger
fabrikschef,chef
jur.kand.,jurist
arkitekt sar/msa,arkitekt sar/msa
major,militär
dr. med. vetenskap,dr. med. vetenskap
ånimskog,ånimskog
källby,källby
mjäldrunga,mjäldrunga
ytterby,ytterby
boet,boet
ombudsman byggnads,fackombudsman
bjästa,bjästa
nykyrka,nykyrka
f.d riksdagsledamot,riksdagsledamot
centerchef,centerchef
f.d. bankdirektör,bankir
it-pedagog,it-specialist
biologilärare och pensionär,biologilärare och pensionär
derome,derome
skolsköterska/sjuksköterska,skolsköterska/sjuksköterska
dalsjöfors,dalsjöfors
mossebo,mossebo
åttabarnspappa,åttabarnspappa
akademiker,akademiker
grythyttan,grythyttan
f.d. distriktssköterska,sjuksköterska
matinspiratör,matinspiratör
konsult jurist,konsult jurist
näsinge,näsinge
fysikforskare,forskare
vp volvo powertrain engineering controlling,vp volvo powertrain engineering controlling
grävmaskinist,grävmaskinist
senior adviser,rådgivare
ullared,ullared
lanthandlare,lanthandlare
fd snickare,fd snickare
klavreström,klavreström
källeryd,källeryd
fil.dr. forskare,fil.dr. forskare
fd. administratör,fd. administratör
supporttekniker,supporttekniker
blocksekreterare,blocksekreterare
möne,möne
vd maif vätternrundan,vd maif vätternrundan
fritidspolitiker/egenföretagare,fritidspolitiker/egenföretagare
munga/västerås,munga/västerås
qa manager,chef
specialistofficer,militär
trollered,trollered
förbundssamordnare,förbundssamordnare
ombudsman fastighet,ombudsman fastighet
grupphandledare,grupphandledare
elkraftingenjör,elkraftingenjör
inköp,inköp
leg. sjuksköterska/egenföretagare,leg. sjuksköterska/egenföretagare
skeda,skeda
valombudsman,valombudsman
psykologkandidat,psykologkandidat
doktor i kemi,doktor i kemi
rönnäng,rönnäng
skrivtolk,skrivtolk
saltängen,saltängen
enhetschef/projektledare,enhetschef/projektledare
konsult/senior advisor,konsult
pensionerad läkare,pensionerad läkare
hr-direktör,hr-direktör
miljöekonom och kommunalråd,miljöekonom och kommunalråd
miljöekonom/regionråd,miljöekonom/regionråd
överläkare phd,läkare
gruppledare region,gruppledare region
föreningsaktivist,föreningsaktivist
gottfridsberg,gottfridsberg
ordförande regionfullmäktige,ordförande regionfullmäktige
gårdstensberget,gårdstensberget
montessorilärare,montessorilärare
ungdomshandläggare,ungdomshandläggare
fd. landstingsråd,fd. landstingsråd
chef inom offentlig verksamhet,chef inom offentlig verksamhet
narkosläkare,narkosläkare
sjömarken,sjömarken
fd pers. assistent,fd pers. assistent
